cleaned_text,label,createdAt
"pemain timnas indonesia harus bisa tunjukkan taringnya, baik naturalisasi maupun lokal! beritabola timnasindonesia",2.0,2025-09-27 07:42:23+00:00
unpopular opinion: pergantian pelatih timnas indonesia dari sty ke pelatih staff asal belanda merupakan tekanan dari knvb ataupun pemerintah belanda sebagai politik balas budi dari pssi ke knvb/pemerintah belanda karena telah banyak membantu dalam proses naturalisasi ...,0.0,2025-10-10 08:30:21+00:00
timnas indonesia bisa jadi juara kalau semua pemainnya naturalisasi.,2.0,2023-04-20 11:51:29+00:00
"masih bnyak ya yg slalu berfikir naturalisasi itu utk timnas... padahal itu udh hak wna yg sudah memenuhi syarat utk berganti kewarganegaraan, bukan hnya tntang sepakbola.",1.0,2021-07-28 16:03:08+00:00
"sangat mendukung program naturalisasi utk tim sepak bola indonesia yg lebih baik, kualitas passing pemain lokal msh jauh dr harapn sty, bgt jg dgn pola makan serta passing masih diajari, pemin liga 1 msh ada yg krupuk, pantas bapuk pph 21 towel mahfud md timnasday",0.0,2024-03-28 05:40:44+00:00
"pundit asal amerika sampe bilang :  damn, hampir seluruh starting eleven u23 timnas indonesia itu ada piala asia senior kemarin   asian la masia bro  sampe mereka kira marselino juga naturalisasi dengerin tuh towel timnasday mnc group uzbek",2.0,2024-04-28 06:21:26+00:00
"bagi fans yg anti pemain naturalisasi, noh lihat kelemahan kesalahan mental yg bikin timnasu20 kebobolan lagi! timnas timnasday timnasindonesia",0.0,2023-02-19 14:04:28+00:00
"secara hukum, nol cuma berhak jadi warga negara hindia belanda yg kemudian jadi indonesia. lagian dia enggak pernah bela timnas manapun sebelumnya selain hindia. apa karena dia belanda totok, maka begitu bela timnas indonesia disebut naturalisasi?",0.0,2024-01-29 08:52:23+00:00
"sah mah emang sah, yg dibahas ini kan tujuan naturalisasi nya. jadi bukan untuk memperkuat timnas, tapi biar club gak perlu pake jatah pemain asing untuk pemain yg punya kualitas pemain asing",0.0,2022-04-12 11:52:58+00:00
"permainan u-16 sangat bagus.tentu cita2 mereka kelak mnjd tim di level lbh tinggi,mnjd tim senior.bisakah?belum tentu.program kini gencar berburu pemain naturalisasi utk membentuk timnas,dgn target juara di berbagai event.pilihannya: naturalisasi.",0.0,2024-07-01 22:34:47+00:00
"segera benahi grassroot, tingkatkan kualitas liga lokal setelah itu jika kualitas pemain lokal sudah naik atau bahkan sudah bagus, program naturalisasi juga jangan dihentikan atau lebih ketat aja pemilihan pemainnya. kalo udah gitu timnas indonesia gaperlu lagi pelatih spesial",2.0,2024-01-28 14:23:58+00:00
kalo di perhatikan dan di tampung baik federasi. emang kans sepakbola putri melaju ke pentas dunia itu bukan tdk mungkin ketimbang timnas putra. ga perlu naturalisasi pemain timnas putri pake pemain lokal aja kalo di tampung baik dgn federasi pasti bakal berhasil,2.0,2025-06-24 08:50:20+00:00
gak sengaja lihat rencana naturalisasi pemain2 keturunan buat maen di timnas bola. akusih tim ga peduli ya klopun misal starting eleven pemain naturalisasi smua wkwk. trus pasti ada yg nyinyir lah beda kualitas lah sama pemain lokal gabisa disamain. laahh?? aneh wkwk,2.0,2022-02-25 02:19:41+00:00
"kalau timnas di isi pemain keturunan dan naturalisasi, ada berapa ratus juta anak yang ingin berjuang masuk timnas tpi kalah sama jalur naturalisasi dan keturunan",0.0,2023-07-19 00:19:45+00:00
timnas dan naturalisasi adalah akademi mbali united,0.0,2022-04-12 11:15:38+00:00
"kalau maksudmu pemain pribumi, bukan naturalisasi, maka ramadhan sananta sepertinya pilihan terbaik buat striker timnas indonesia di 2025. dia satu-satunya penyerang asli indonesia di skuad terbaru, dengan 5 gol dari 14 caps. pemain lain seperti rafael struick, ole romeny, dan ragnar oratmangoen memang bagus, tapi mereka naturalisasi dari belanda. jadi, buat yang fokus ke talenta lokal, sananta jadi andalan utama saat ini.",1.0,2025-04-05 18:45:25+00:00
"klo pebola mungkin kasusnya krn blom prnh dipanggil timnas senior negara lamanya. sesuai aturan fifa, mrk bs perkuat timnas senior negara lain lewat proses naturalisasi koh moen.",1.0,2021-04-07 04:40:03+00:00
paling bener timnas mah kudu naturalisasi,2.0,2023-08-20 14:31:50+00:00
baru tau gue bahwa timnas puteri juga proses naturalisasi. dan keren-keren pula.,2.0,2024-11-25 09:59:12+00:00
"belain sesama naturalisasi nigeria yg gak ada kontribusinya sama timnas, ayo geng brazil mana suaranya?",0.0,2022-08-20 08:16:32+00:00
"timnas u23 korea juga zero senior players kok. cuma kebanyakan udah banyak menit bermain aja di liga intinya erick thohir gblk. naturalisasi aja terus, grassroot gak dipikirin.",0.0,2025-09-09 15:22:42+00:00
"tapi kalau dilihat dari sisi pure bola tanpa doi timnas gaakan sejauh ini, liga bakalan stuck kayak 2019, gaada pemain naturalisasi grade kayak diks,zay dll dan grade hubner aja bakalan 50/50 dan yang terpenting, sepakbola indo bakalan di ban dari fifa karena kanjuruhan kemaren.",2.0,2025-09-17 08:37:42+00:00
"jujur sejak 2010 ak ikuti liat perkembangan timnas indonesia semakin tahun semakin peningkatan kok, gongnya itu di era sty, rasa permainan di lapangan sdah cukup bagus berkembang. saran aja buat cari lagi naturalisasi untuk bagian depan, untuk yg tdi udh bgus.",2.0,2024-01-28 14:01:12+00:00
"aff 2016, zulham kena hate, yang defend bobotoh 2024, ferrari kena hate, yang defend the jak akhirnya emang yang peduli cuma supporter rootsnya karena udah tau susahnya survive di liga. itu timnas kalo proyek naturalisasi et mandek, yang berisik balik lagi nonton badminton.",0.0,2024-12-22 10:17:18+00:00
"kenyataannya bener, belanda malah jadi talent-pool instan untuk timnas indonesia. awalnya udah bener naturalisasi beberapa posisi doang biar dipadukan dan transfer ilmu dan koneksi, tapi liganya aja gak beres, apa yang mau diserap? syukur aja rr menyerap dengan betul.",0.0,2025-04-02 10:22:17+00:00
"nah, pengen tau juga, siapa pemain naturalisasi qatar generasi skrang yg di panggil ke timnas....",1.0,2021-03-25 13:08:14+00:00
"proses naturalisasi memakan waktu lama,tahu2 gagal dan digagalkan,mereka mau dinaturalisasi ingin memperkuat timnas u20 indonesia di pildun u20.",1.0,2023-04-10 05:00:24+00:00
"lgsg naturalisasi pemain liga arab yg udah pensiun dari timnas, jaminan bukan tim penggembira",2.0,2023-08-29 06:13:13+00:00
"naturalisasi untuk kepentingan timnas naturalisasi untuk kepentingan klub circle family, klub exco, (digilir)",0.0,2022-04-12 02:31:22+00:00
"striker timnas indonesia kurang tajam, besok naturalisasi aja mbappe dan halland sekalian bangun rumah untuk mereka berdua di cibinong.",0.0,2024-03-28 13:54:25+00:00
timnas isinya pemain naturalisasi semua hahaha,0.0,2023-04-17 21:30:49+00:00
"minimal separuh pemain timnas kaya elkan, adem keknya timeline. akhir² ini ngeliat anak² timnas mayoritas aktif dan muncul terus di sosmed pandanganku jadi beda ke mereka tidak sesuai ekspektasi pas awal² ramai naturalisasi.",0.0,2024-06-09 12:22:04+00:00
"transfer pemain timnas lagi aja, full squad inti cadangan kalo bisa naturalisasi. udah 80%, nanggung ga 100% sekalian.",0.0,2025-03-20 13:18:19+00:00
"kebalik ya skrg. timnas malay banyak naturalisasi nya. indonesia skrg malah ga ada ayo iso ayo iso. menang menang menang, lokal lebih bringas",2.0,2021-06-03 15:57:22+00:00
plisss negara eropa mana aja dah naturalisasi gw jadi warga negara kalau pelatih timnas indo senior dari lokalan,0.0,2024-01-30 10:44:35+00:00
nyesel gak ya yg udah join timnas jalur naturalisasi?,0.0,2025-11-19 04:50:49+00:00
"jalan pintas ke pentas piala dunia yang bernama 'naturalisasi' itu ternyata gagal ! - bukan anti, hanya kadang liatnya anehnya aj, liat pemain timnas bule, malu ati, mereka tu bukan kita banget..",0.0,2025-10-13 03:59:28+00:00
"gak perlu sih menurutku, indonesia ini cuma sering² ikut event internasional, buat timnas junior juga dan juga sering diikutin event inter. kompetsi sekolah dan universitasnya ditingkatin kyk dijepang. kualitas liga juga diperbaiki, naturalisasi itu cuma utk jangka pendek.",0.0,2023-08-23 09:46:33+00:00
4 pemain naturalisasi yang siap diperkenalkan di timnas. semoga mereka bisa memberikan kontribusi positif bagi timnas indonesia. 1. jordi amat 2. sandy walsh 3. need hilgers 4. ragnar oratmangoen,2.0,2022-01-13 10:14:57+00:00
emg sih bikin sedih liat pemain timnas hampir semua nya naturalisasi… klo kekurangan pemain lokal bibit unggul ya fokus dilatih? atau cari cabor lain yg bisa jd unggulan selain sepak bola kan bisa,0.0,2025-03-26 06:25:25+00:00
ga bisa distop aja apa ya naturalisasi beginian? ga bikin timnas berprestasi juga,0.0,2021-10-24 19:45:04+00:00
"gapernah bangga2 amat ama bola/timnas indo. gamau cape2 ngelatih, ngebentuk nunggu, jadinya naturalisasi terus. kasian malah, maksa banget menang tanpa lewatin proses.",0.0,2024-01-29 00:13:55+00:00
"naturalisasi terbukti berdampak bagus di timnas indonesia. now, mari naturalisasi dpr dan jajaran menteri.",2.0,2024-03-26 12:35:33+00:00
"gak gitu juga lah naturalisasi timnas bola itu wajar karena memiliki darah keturunan dan sangat memberikan kemajuan , sedangkan kita mau melakukan versi dokter? itu dokter kewarganegaraan asing yg keturunan or bukan? kenapa gak naikkan fleksibilitas dokter lokal.?",0.0,2024-05-21 14:17:53+00:00
masih nggak paham urgensi naturalisasi marc klok buat timnas.,0.0,2022-05-13 10:16:10+00:00
"hehhh...dari dulu gw pikir emang lucu sih sepak bola indonesia.. mau bangga dgn prestasi nya, tp kebanyakn star player nya import ato naturalisasi.. udah gtu klo ada pemain bule, aura pemain lokal nyungsep.. bahkn sekelas artis cwek indonesia pun banyk yg nempel ama pemain bule..",0.0,2023-07-02 09:37:43+00:00
"pemain asing yg mau di naturalisasi knp pas di club mainnya 'agak' bagus. tp pas udh di naturalisasi dan main di timnas, mainnya b aja. timnas wakanda loh ya bukan timnas sini kok.",0.0,2022-07-12 13:26:31+00:00
"this, udah lah, ga capek-capek ngingetin para produk naturalisasi atau keturunan untuk jauh-jauh dari liga indonesia!!! you guys will be okay out there, dan berkembanglah di sana untuk membangun timnas indonesia yang berkualitas tinggi!",2.0,2022-04-17 11:25:00+00:00
"mon maap banget nih bang kameramen kalo indonesia raya lagi main, pemain timnas yang naturalisasi jangan disorot kelamaan. masih belom pada hapal lagunya ditambah grogi. kesian.",0.0,2024-04-29 13:54:47+00:00
"dua kali kalah timnas dominasi naturalisasi gagal ke piala dunia 2026..jangan saling menyalahkan memang itulah yang mereka bisa btoo.erick .,?",0.0,2025-10-12 00:24:55+00:00
"jangan bawa2 asia, nanti berisik lagi karena ga cocok sama pemain timnas yg banyak naturalisasi + target timnas yg pengen mendunia bukan sekelas asia",0.0,2025-11-24 17:11:42+00:00
tergantung sudut pandang. apa bisa disebut sebagai naturalisasi seperti halnya indonesia merekrut personil timnas sepak bola?,1.0,2025-05-12 10:24:38+00:00
ga capek ya orang2 overproud sama timnas yg digendong pemain naturalisasi,0.0,2024-12-21 15:36:55+00:00
"boga pemaen label timnas dan naturalisasi, tapi strategina maen long ball-long ball bae. mending mun anu akuratmah, ieu mah asal ngangkat bola bae",0.0,2021-10-26 11:56:30+00:00
"dari dulu juga pemain timnas indonesia sudah begitu…. apa bedanya sty dg pelatih lokal sekalipun kalau merasa kecewa tapi tidak bisa memperbaikinya, bahkan sdh pakai pemain keturunan/naturalisasi segala (kemewahan yg tdk didapat danurwindo dkk dulu)..?",0.0,2023-01-03 15:41:31+00:00
"baru ada elkan timnas racikan sty udah keren, gimana kalau ditambah pemain naturalisasi lain ya",2.0,2021-12-20 09:08:32+00:00
"sudah lah akui saja, nyatanya memang anjlok kualitas pemain lokal kalian. klo memang gak anjlok ngapain federasi sepak bola kalian ramai2 naturalisasi pemain, yg kualitasnya sama aja kayak pemain lokal. lawan timnas indo aja ketar ketir",0.0,2023-07-20 04:25:29+00:00
"setelah menuhin slot timnas, sekarang mulai menjarah slot slot di liga, udahlah slot pemain asing ditambah sekarang slot pemain lokal juga diambil pemain naturalisasi",0.0,2025-08-27 09:38:54+00:00
"naturalisasi calon pemain timnas bola makin gencar dilakukan ,bukan tidak mungkin seluruh pemain timnas yg berlaga nantinya 100 % produk instan naturalisasi. emang boleh? untuk membahas ini kami undang pelatih klub sepak bola inggris, coach erik den hag (dlm konfirmasi)",0.0,2023-12-11 05:47:04+00:00
"memalukan! lebih baik kalah tapi dgn kekuatan sendiri, daripada menang dgn pemain impor berkedok naturalisasi. faktanya, tetap saja kalah. casing saja timnas indonesia, tapi isinya bule! bagaimana mereka bisa lolos naturalisasi instant begitu, meski tidak memenuhi syarat uu kewarganegaraan? salah satu syarat naturalisasi adalah harus bisa bahasa indonesia dan pernah tinggal di indonesia 5 tahun berturut-turut atau 10 thn tidak berturut-turut. sangat konyol memalukan bangsa sendiri, namanya pemain indonesia, tetapi saat konferensi pers, dan saat mereka diwawancara oleh jurnalis indonesia, di indonesia, mesti dgn bhs inggris. karena mereka tidak bisa bahasa indonesia.",0.0,2025-03-25 05:12:53+00:00
pake naturalisasi semua aja timnas kalo pemain lokalnya ga profesional gini,0.0,2023-07-24 13:09:11+00:00
"sdhlah sty jgn pikirkan timnas.kisah sty sdh berlalu. biarkan mncari pengganti patrick kluivert, utk latih akamsi.biarkan para naturalisasi eredivisie pulang ke negara asalnya. kita bina akamsi allout. harus bisa, harus bisa dan pasti bisa.",0.0,2025-10-22 23:53:25+00:00
"bukan itu poinnya, ceng. naturalisasi mah bebas, hak dia. tp kalo naturalisasi terus ngarep masuk timnas waktu dianya aja jarang main dua-tiga musim. kan mending panggil yg lain. inget, keluarganya kontak pak hasani bilang jairo siap bela timnas. ga pernah main, ngapain?",0.0,2024-02-17 07:39:22+00:00
pemain naturalisasi bukan jaminan jadi pilihan utama di timnas indonesia. bahkan ada yang hanya cicipi 2 laga.,1.0,2021-11-19 06:50:00+00:00
knp banyak yg sebelah mata ke pemain yg mau ikut naturalisasi padahal mengorbankan privilege status warga negara terdahulunya (negara maju) demi main timnas bbrp tahun dan belum tentu prestasi juga + federasi dan pemerintah yg wkwkwk,0.0,2023-04-09 11:30:12+00:00
coba naturalisasi pemain timnas kamboja.,0.0,2022-11-25 13:55:40+00:00
"gambaran timnas indonesia klo yg rencananya mau di naturalisasi cepet terealisasi utama : paes sandy, amat, baggot nathan, tom haye, ivar, shayne struick, ragnar, marcelino cadangan ernando/margo ridho, jay idyes, baggot asnawi, kambuaya, hubner, arhan witan, sananta, saddil",1.0,2024-01-29 01:34:35+00:00
"walau tidak menampilkan permainan mengesankan di ag tapi saya tetap berterimakasih dan dukung timnas indonesia. mau dilatih indra sjafri atau sty, mau pakai pemain naturalisasi atau lokal pret, bagi saya timnas ya tetep timnas. kalau kalah ya pasti bikin sedih.",2.0,2023-09-28 11:39:16+00:00
baru tahu alasan kenapa eksekutor penalti semalam asnawi. ternyata memang diinstruksikan langsung oleh sty agar misal kalau gagal pun asnawi bisa mengemban tanggung jawabnya sebagai kapten timnas. seandainya yg ngambil struick atau mungkin pemain naturalisasi lainnya,1.0,2024-01-20 09:44:50+00:00
messi suruh naturalisasi dlu ke timnas baru bisa kek gini,0.0,2021-12-30 00:27:25+00:00
fokus naturalisasi jordy amat sandy walsh dan shane pattynama agar timnas garuda jangan jadi bulan2an di piala asia.bravo coach shin tae yong.pelatih hebat yg bisa menemukan strategi jitu utk garuda walaupun pemainnya berasal dari liga indonesia yg kurang bermutu,2.0,2022-06-15 01:16:20+00:00
"panelisnya berkelas semua, ngebahas hottest issue in the street (naturalisasi dan timnas), dan yang di meja adalah orang-orang paling expert soal naturalisasi dan timnas, eh host-nya malah boomer yang gangerti apa-apa soa itu, such a waste.",0.0,2024-04-24 18:25:20+00:00
"timnas piala asia 2007 tanpa naturalisasi pemain, dlu nonton sampai dredeg wkwk",2.0,2021-01-04 13:19:15+00:00
mau nanya dong info a1 nanti timnas indonesia bakalan naturalisasi striker kelas a gak???,1.0,2024-01-24 16:16:00+00:00
berharap jadwal kompetisi klub bertanding serentak sabtu minggu tdk hanya 1 musim hapus regulasi pemain asing 3+1 kompetisi segala usia di gulirkan aturan naturalisasi di perketat usia 18- 23 u timnas.. smg berprestasi,2.0,2021-02-11 00:22:21+00:00
"agak kurang setuju dengan poin nomor 4. padahal sudah jadi rahasia umum kalau rata-rata market value gaji pemain lokal lebih mahal dibandingkan pemain asing yg belum pernah bermain di liga 1. ini belum termasuk pemain lokal yg ex/aktif di timnas dan naturalisasi, ya.",1.0,2025-05-15 13:56:53+00:00
"hentikan sementara naturalisasi! menurutku, sisa pertandingan ini. tidak perlu lagi untuk naturalisasi. karena apa yang sudah kita lihat permainan timnas sudah sangat oke. agar tidak perlu lagi untuk menyesuaikan antar pemain. yang ada ini cukup ditingkatkan aja. gimana guys menurutmu? timnasday",0.0,2025-03-25 16:09:15+00:00
"shin tae yong korsel garudamendunia era 70-an timnas garuda indonesia dikenal sangat tangguh, bahkan cukup disegani di asia dan ditakuti di asia tenggara, dikenal sebagai macan asia tanpa pemain naturalisasi. lalu apa kendalanya saat ini jika tanpa naturalisasi ?",1.0,2024-04-26 08:33:49+00:00
pemain berlebel timnas can tentu alus di klub. percuma pemain naturalisasi nu timnas tapi kualitas kurang pantes. pilih sesuai kebutuhan dan karakter yang di butuhkan tim dan pelatih. tong loba teuing kalem kaburu meunang pemain sesa supres2maderpakerlah!,0.0,2022-04-04 04:45:05+00:00
senoga cepat naturalisasi ke timnas as,2.0,2022-08-01 13:47:34+00:00
"untuk urusan naturalisasi pemain saja federasi begitu cepat dan niat mengurus, bahkan sampai mengambil jalan pintas melalui kementerian dan dpr. kok untuk tanda tangan pelatih timnas indonesia yang prosesnya lebih mudah, masih belum dapat ?. lu serius kagak ?.",0.0,2024-06-23 07:59:07+00:00
"usulan fifty-fifty bisa jadi strategi bijak untuk keseimbangan tim. namun, prioritas utama tetap pada meritokrasi, di mana talenta terbaik—baik asli maupun naturalisasi yang setia—dipilih demi prestasi maksimal. dukungan penuh 278 juta rakyat akan menguatkan timnas melawan irak, asal semangat kebangsaan menyatu di lapangan.",2.0,2025-10-11 16:27:23+00:00
"akan jadi pertaruhan besar buat jordi amat ke jdt, selain buat pribadi, tapi buat timnas indonesia. simpelnya indonesia butuh bek berkualitas, dan jordi ga bisa mempertahankan kualitasnya, ya indonesia sia² naturalisasi dia.",0.0,2022-06-29 12:05:02+00:00
stop naturalisasi pemain asing ke timnas indonesia. indonesia tidak kekurangan anak - anak berbakat dalam hal sepakbola.,0.0,2022-12-23 15:09:50+00:00
"gua lagi bahas legal standingnya, bukan status ktp atau paspor mereka saat ini. ga semua pemain naturalisasi diperbolehkan fifa untuk membela timnas negara barunya! ga semua pemain naturalisasi yang ga punya darah keturunan negara barunya juga yang dilarang fifa untuk membela timnasnya.",1.0,2023-11-17 03:46:01+00:00
"""harusnya sih jangan ya. soalnya proyek sty ini kan jangka panjang; banyak pemain muda di timnas biar pas di golden age jadi alias nyetel dan lagi mau naturalisasi pemain.""",0.0,2021-12-27 16:07:41+00:00
target itu perbaiki liga sekelas liga eropa tier 2 timnas itu hsl dr liga ... bkn hsl naturalisasi masih mimpi aja .. jd capres,0.0,2025-11-07 06:05:58+00:00
"woyy tiba2 baru liat plss, lu mau jdi tim naturalisasi timnas can ?",0.0,2025-06-22 17:58:40+00:00
"pemain timnas naturalisasi sih ok ya, tapi ri1 naturalisasi?",0.0,2023-04-25 01:19:27+00:00
beda kebijakan sih. di arab bisa aja langsung digaet. kayak dulu timnas qatar kan isinya beberapa naturalisasi. kalo ga salah jonathan soriano dah pemain qatar dulu hasil naturalisasi,1.0,2023-08-29 06:19:06+00:00
"pergantian pelatih dan proses naturalisasi ugal²an ini ditempuh dgn tujuan mendapatkan hasil dg cara2 instan, gwe juga tentunya berhak menuntut hasil instan. gak tau kalo kalian. tim yg kemarin udah layak dijuluki timnas belanda b, bjirrr... dan lu secongor²nya ngomong progres",0.0,2025-03-21 06:13:46+00:00
kaum 16% + 2% anak abah adalah kaum septik tank yang benci dengan kemajuan timnas indonesia mereka menolak gelaran piala dunia u20. ingat… rano karno juga anti naturalisasi. jangan di pilih.,0.0,2024-09-29 13:42:48+00:00
"""total biaya program timnas era erick thohir mencapai rp800 miliar per tahun untuk seluruh aktivitas, termasuk rp277 miliar dari apbn khusus kualifikasi piala dunia 2026 yang fokus pada persiapan, travel, akomodasi, dan pelatihan. naturalisasi pemain tidak melibatkan pembayaran langsung ke atlet karena sukarela, tapi menambah beban operasional seperti gaji pelatih dan fasilitas. tambah jabatan tak akan ubah hasil; butuh reformasi struktural pssi dan pembinaan usia dini untuk sukses jangka panjang.""",1.0,2025-10-12 02:48:49+00:00
"biaya agen naturalisasi, biaya pesawat ke indonesia, biaya htm ngisi list latihan bareng timnas, biaya hotel di indonesia dll bisa direfund ga?",0.0,2022-05-30 10:21:45+00:00
tlong naturalisasi grilis biar maen di timnas sini aja bang,2.0,2025-05-23 10:10:10+00:00
"kalo pun ada naturalisasi lagi, gue harap mereka ngga cepat cepat pindah ke liga 1. biar main di luar aja terus. yang kita perlukan buat naik level di timnas memang soal pengalaman main di liga yang sekompetitif eropa.",2.0,2021-12-20 05:51:32+00:00
