id,clean_text,createdAt,type
1564454108378984448,"anggota komisi iii dpr ri yakni sari yuliati menyetujui proses naturalisasi dua pemain timnas indonesia, sekaligus meminta bahwa jordi amat dan sandy walsh lebih fasih lagi berbahasa indonesia hingga hafal pancasila. naturalisasi",2022-08-30 03:25:00+00:00,information
1554789770248605696,"berkas naturalisasi timnas di dpr, berpeluang main di fifa matchday",2022-08-03 11:22:22+00:00,information
1564457273556365312,"dapat lampu hijau dari dpr ri, 2 pemain naturalisasi bisa gabung timnas indonesia lawan curacao",2022-08-30 03:37:34+00:00,information
1554981952972677120,pssi berharap pemain naturalisasi bela timnas indonesia di fifa matchday,2022-08-04 00:06:02+00:00,information
1564468768620785665,"dapat lampu hijau dari dpr ri, 2 pemain naturalisasi bisa gabung timnas indonesia lawan curacao lewat",2022-08-30 04:23:15+00:00,information
1555448938424983553,"kalau proses naturalisasi sandy walsh, jordi amat, dan shayne pattynama sudah tuntas maka posisi alfeandra dewangga di timnas indonesia terancam digusur",2022-08-05 07:01:40+00:00,information
1562305125968146432,"sandy walsh dkk terancam batal bela timnas indonesia di fifa matchday september, berkas naturalisasi ‘macet’ di dpr",2022-08-24 05:05:42+00:00,information
1562319493799350277,breaking!!! awal september dan komisi x dpr ri sepakat akan mengesahkan naturalisasi pemain timnas timnasday timnasindonesia,2022-08-24 06:02:48+00:00,information
1564289272898658304,"naturalisasi disetujui dpr, sandy walsh dan jordi amat siap gabung timnas indonesia",2022-08-29 16:30:00+00:00,information
1562513096178302976,pemerintah dan dpr bahas naturalisasi pemain timnas indonesia awal september sindonews bukanberitabiasa .,2022-08-24 18:52:06+00:00,information
1562790430588436481,6 pemain naturalisasi yang gagal bela timnas indonesia beritabola beritabolaterkini,2022-08-25 13:14:08+00:00,information
1558548168169902080,"selebrasi pelatih kiper timnas indonesia u-16, marcus horizon dalam siaran langsung perayaan gelar juara piala aff u-16 2022 menuai kritik. pasalnya, selebrasi mantan kiper timnas indonesia itu dinilai berlebihan dan menyindir program naturalisasi pssi.",2022-08-13 20:16:54+00:00,information
1564220078903951360,sekilas info ... jordi amat dan sandy walsh resmi mendapatkan hak naturalisasi sebagai warga negara indonesia . dengan demikian sandy walsh serta jordy amat berpeluang memperkuat timnas indonesia dalam fifa match day bulan september mendatang . source : pssi,2022-08-29 11:55:03+00:00,information
1564055160669646848,"terkait program naturalisasi, ketum pssi akan ikuti raker dengan komisi iii dpr ri ketua umum pssi, mochamad iriawan akan mengikuti rapat kerja (raker) komisi iii dpr ri terkait program naturalisasi calon pemain timnas indonesia pada senin (29/8) besok. sumber:pssi(dot)org",2022-08-29 00:59:43+00:00,information
1530478466088697856,alasan sty mengundang jordi dan sandy gabung latihan timnas: “sandy walsh dan jordi amat datang sekadar untuk latihan. tujuannya agar tidak butuh adaptasi lama jika nanti proses naturalisasi mereka selesai”. sportstarsid,2022-05-28 09:17:55+00:00,information
1531276744254074881,tenaga amat dan walsh tak bisa dipakai timnas indonesia karena proses naturalisasi belum selesai.,2022-05-30 14:10:00+00:00,information
1530503295269146624,"""tugas pssi dan klub adalah membina bukan 'membeli'. naturalisasi bukan solusi terkait mandeknya prestasi timnas, terkesan delusional,"" kata akmal.",2022-05-28 10:56:35+00:00,information
1530852065265713154,"kembali dipanggil timnas indonesia, stefano lilipaly pasang target muluk di fifa matchday vs bangladeshgelandang naturalisasi timnas indonesia stefano lilipaly punya target muluk kontra bangladesh pada fifa matchday atau uji coba resmi.fifa matchday, stefano lilipaly, timnas indo",2022-05-29 10:02:28+00:00,information
1524713500270026752,pssi memastikan kedatangan dua pilar naturalisasi timnas indonesia akhir pekan ini. inilahcom inilahdotcom,2022-05-12 11:30:00+00:00,information
1530212817831600128,"dua pemain naturalisasi terbaru, jordi amat dan sandy walsh, mengikuti pemusatan latihan (tc) timnas indonesia untuk melawan bangladesh di fifa matchday.",2022-05-27 15:42:20+00:00,information
1527619765845766145,pssi melaporkan bahwa rangkaian proses naturalisasi jordi amat dan sandy walsh telah rampung. pssi jordiamat sandywalsh kemenkumham shintaeyong sepakbola timnas timnasindonesia naturalisasi,2022-05-20 11:58:28+00:00,information
1527510919479271424,jordi amat dan sandy walsh sudah merampungkan rangkaian proses naturalisasi. pengalaman dan tenaga kedua pemain ini sangat dibutuhkan timnas indonesia!,2022-05-20 04:45:57+00:00,information
1527562373619400704,jordi amat dan sandy walsh sudah merampungkan rangkaian proses naturalisasi yang dijalani sejak awal pekan ini. pengalaman dan tenaga kedua pemain ini sangat dibutuhkan timnas indonesia!,2022-05-20 08:10:25+00:00,information
1531218988650311685,"hasani abdulgani pastikan sandy walsh dan jordi amat gagal bela timnas di kualifikasi afc asian cup. namun, proses naturalisasi mereka sudah masuk ke setneg, setelah setneg lalu ke dpr. semoga mereka dapat bermain di babak utama afc asian cup 2023",2022-05-30 10:20:30+00:00,information
1529973261869670401,calon pemain naturalisasi timnas indonesia jordi amat ternyata masih berada di jakarta. ia masih mengurus proses naturalisasinya untuk menjadi wni.,2022-05-26 23:50:25+00:00,information
1527591646824525824,pssi: jordi-sandy tuntaskan syarat naturalisasi selama di indonesia,2022-05-20 10:06:44+00:00,information
1530054303180029952,jordi amat rela meninggalkan putranya yang baru lahir untuk menyelesaikan proses naturalisasi menjadi wni agar bisa membela timnas indonesia di ajang kualifikasi piala asia 2023.,2022-05-27 05:12:27+00:00,information
1524055969713430530,"tinggalkan bali united, gelandang naturalisasi resmi gabung borneo fc",2022-05-10 15:57:13+00:00,information
1531286516886306819,"timnas indonesia gagal diperkuat 3 pemain naturalisasi ini, pssi gagal p... lewat timnasday",2022-05-30 14:48:50+00:00,information
1531269704517492736,sandy walsh dan jordi amat dipastikan batal membela timnas indonesia di kualifikasi piala asia bulan juni mendatang karena proses naturalisasi keduanya yang ternyata belum selesai. emang paling bener jgn berharap,2022-05-30 13:42:01+00:00,information
1522573819969695744,"berita timnas kemarin2 rame soal perekrutan naturalisasi, terus pemain indonesia yg main di luar negeri, kirain dgn begitu timnas nya ada perubahan membaik, ga taunya kok malah tambah jelek sih?",2022-05-06 13:47:41+00:00,information
1530412218306531328,pssi cepat gebut proses naturalisasi jordi amat dan sandi wals supaya bisa membela timnas indonesia di kualifikasi piala asia sebelum berangkat ke kuwait .ini penting untuk menambah daya gedor timnas indonesia vs kuwait,2022-05-28 04:54:41+00:00,information
1520680215369949186,"proses naturalisasi rampung, begini formasi timnas di kuafikasi piala asia 2023",2022-05-01 08:23:10+00:00,information
1531282486894170112,begini cara timnas china proses naturalisasi pemain nya naturalisasi timnas indonesia,2022-05-30 14:32:49+00:00,information
1529713442252521472,"pemain naturalisasi segera gabung, prediksi line up timnas indonesia kualifikasi piala asia 2023 kemenkumhamjateng berita kumhampasti bhpsemarang twitter beritaterkini kumham socialmedia kemenkumham",2022-05-26 06:37:59+00:00,information
1525087861221265408,timnas indonesia: sandy walsh dan jordi amat jalani proses naturalisasi senin (16/5),2022-05-13 12:17:35+00:00,information
1524611085759762433,"pemain naturalisasi timnas indonesia, jordi amat segera tiba di jakarta, sandy walsh menyusul beritaterkini infoterkini jawatimur",2022-05-12 04:43:03+00:00,information
1529060054132871170,"selesaikan proses naturalisasi untuk timnas indonesia, shayne pattynama merapat ke tanah air pekan depan -",2022-05-24 11:21:40+00:00,information
1504063680442425352,naturalisasi emil audero dikesampingkan. pssi fokus berburu jordy wehrmann untuk menjadi calon pemain naturalisasi keempat timnas indonesia.,2022-03-16 11:55:00+00:00,information
1501171529287372800,pssi gandeng kanwil kemenkumham dki jakarta persiapkan naturalisasi pemain timnas indonesia . semoga cepat dan lancar,2022-03-08 12:22:37+00:00,information
1505182465949847553,kemenkumham proses permohonan naturalisasi 3 pemain untuk timnas indonesia,2022-03-19 14:00:39+00:00,information
1508712577592819717,"proses naturalisasi 3 pemain calon penggawa timnas indonesia tertahan, menpora turun tangan",2022-03-29 07:48:03+00:00,information
1505129452950355976,"ditargetkan bela timnas indonesia di kualifikasi piala asia, proses naturalisasi 3 pemain temui kendala",2022-03-19 10:30:00+00:00,information
1504000402794029059,"emil audero nanti dulu, pssi berburu jordy wehrman sebagai calon pemain naturalisasi keempat timnas indonesia",2022-03-16 07:43:33+00:00,information
1508726907529011206,"proses naturalisasi 3 pemain calon penggawa timnas indonesia tertahan, menpora turun tangan!",2022-03-29 08:45:00+00:00,information
1504446219963101187,"andai emil audero dan jordy wehrmann menolak, pssi setop naturalisasi pemain keturunan untuk timnas indonesia",2022-03-17 13:15:04+00:00,information
1505074988772052992,"pssi rapat dengan kemenkumham, dokumen 3 calon pemain naturalisasi timnas indonesia masih kurang",2022-03-19 06:53:34+00:00,information
1508373716152958981,menpora turun tangan bantu proses naturalisasi 3 pemain untuk timnas indonesia yang terhambat,2022-03-28 09:21:32+00:00,information
1500087600396193797,"5 calon pemain naturalisasi timnas indonesia dengan harga termahal, nomor 1 tembus rp208 miliar lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-03-05 12:35:28+00:00,information
1501029070963838977,naturalisasi 3 pemain keturunan untuk timnas indonesia sudah diproses di kemenkumham,2022-03-08 02:56:32+00:00,information
1506169201181962240,"dokumen proses naturalisasi 3 calon pemain timnas indonesia kurang, pssi minta bantuan jokowi",2022-03-22 07:21:35+00:00,information
1506662598476980227,"klik bola gol berita terkini : otd 23 maret 2013 sergio van dijk debut bersama timnas indonesia. tiga bulan kemudian, ia ikut laga uji coba vs belanda. setelah dua pertandingan, van dijk hilang bak ditelan bumi. naturalisasi …",2022-03-23 16:02:10+00:00,information
1500788369470545923,video warung bola: kontroversi proyek naturalisasi pssi buat timnas indonesia,2022-03-07 11:00:05+00:00,information
1498989288943284226,menpora zainudin amali memberi kabar terbaru terkait proses naturalisasi yang tampaknya tersendat ini saat memantau tc timnas u-19. kumparanbola,2022-03-02 11:51:11+00:00,information
1499278402431307776,"menteri pemuda dan olahraga (menpora) zainudin amali, menjamin untuk mempercepat proses naturalisasi pemain keturunan. indonesia naturalisasi garuda timnas",2022-03-03 07:00:01+00:00,information
1505025285674397699,naturalisasi calon pemain timnas indonesia bhpsemarang kanwilkemenkumhamjateng ayuspahruddin kumhampasti beritaterkini twitter socialmedia kemenkumham kemenkumhamri kumhamsemakinpasti berita berakhlak news imigrasi viral soccer,2022-03-19 03:36:04+00:00,information
1508843930443403265,"proses naturalisasi penggawa timnas indonesia tertahan, menpora turun tangan!",2022-03-29 16:30:00+00:00,information
1506282047832150016,"dokumen naturalisasi 3 calon pemain timnas indonesia kurang, pssi minta bantuan pemerintah",2022-03-22 14:50:00+00:00,information
1501165528726990848,"pssi gandeng kanwil kemenkumham dki jakarta, persiapkan naturalisasi pemain timnas sepakbola indonesia, selasa (08/03/2022). kanwilkemenkumhamdki kanwilkumhamdki selengkapnya:",2022-03-08 11:58:47+00:00,information
1499392496849539072,yang masih ragu masih ngarep bela timnas italia mending di skip dulu alihkan ke pemain lain yang memang 100% sudah ingin bela timnas indonesia dari 3 pemain yang sedang proses naturalisasi semuanya langsung jawab yes saat ditawari dinaturalisasi karena mereka cinta indonesia,2022-03-03 14:33:23+00:00,information
1503687459195916292,proses pendekatan pssi terhadap penjaga gawang sampdoria emil audero mulyadi tampaknya menemui jalan buntu. naturalisasi pssi indonesia timnas audero sampdoria seriea,2022-03-15 11:00:02+00:00,information
1503741763911286787,semoga pak hasani bisa dapet pemain yg secara administrasi seperti elkan baggott jadi tdk pake proses naturalisasi. sehingga bisa segera membela timnas u-19 dan jika layak bisa juga untuk senior,2022-03-15 14:35:49+00:00,information
1499070781480968199,pssi antusias menyambut minat cyrusmargono untuk menjadi wni. naturalisasi timnasindonesia,2022-03-02 17:15:00+00:00,information
1506212841921130498,"dokumen naturalisasi 3 calon pemain timnas indonesia kurang, pssi minta bantuan pemerintah!",2022-03-22 10:15:00+00:00,information
1499595716175757312,"profil mentereng emil audero, eks kiper juventus yang ditawari pssi perkuat timnas indonesia emilaudero naturalisasi timnasindonesia",2022-03-04 04:00:54+00:00,information
1508422401255632898,proses naturalisasi calon pemain keturunan timnas indonesia masih belum ada kemajuan. dokumen mereka tertahan di kemenkumham.,2022-03-28 12:35:00+00:00,information
1507074423009988611,5 pemain naturalisasi siap bantu timnas indonesia berita terbaru timnas..!!:,2022-03-24 19:18:37+00:00,information
1499580742707605507,"beritaterpopuler profil mentereng emil audero, eks kiper juventus yang ditawari pssi perkuat timnas indonesia emilaudero naturalisasi timnasindonesia",2022-03-04 03:01:24+00:00,information
1499871446868574208,timnas indonesia naturalisasi pemain mulu padahal kalo pssi mau blusukan ke kampung2 tiap jam setengah 5 sampe 6 sore mah pasti nemu pemain sekelas batistuta,2022-03-04 22:16:33+00:00,information
1505024671410192386,kemenkumham terima permohonan naturalisasi calon pemain timnas indonesia bhpsemarang kanwilkemenkumhamjateng kumhampasti beritaterkini twitter socialmedia kemenkumham kemenkumhamri berita berakhlak,2022-03-19 03:33:38+00:00,information
1508708415622639618,menpora turun tangan bantu proses naturalisasi 3 pemain untuk timnas indonesia yang terhambat lewat news,2022-03-29 07:31:31+00:00,information
1501914283344494592,pssi kesulitan naturalisasi dua calon pemain timnas indonesia ini,2022-03-10 13:34:04+00:00,information
1498594648834871298,pemain keempat naturalisasi timnas indonesia antara emil audero atau jordy wehrmann. bolaskorcom timnasindonesia pssi naturalisasi,2022-03-01 09:43:01+00:00,information
1593239154401288193,"nyanyikan lagu kebangsaan serta ucap sumpah, sandy walsh dan jordi amat resmi jadi wni, siap bela timnas indonesia. fdl seputarinewsrcti seputarinews rcti sandywalsh jordiamat naturalisasi timnas timnasindonesia sepakbola indonesia iwanbule",2022-11-17 13:46:30+00:00,information
1590271743696203779,"caption instagram post terbaru exco pssi, hasani abdulgani. nampaknya mengindikasikan naturalisasi jordi amat dan sandy walsh telah disetujui oleh presiden joko widodo welcome to timnas indonesia!",2022-11-09 09:15:04+00:00,information
1593143017464295424,"selamat, jordi amat dan sandy walsh mereka resmi jadi wni usai sumpah janji setia pewarganegaraan di kantor wilayah kemenkumham, siang ini (17/11). nambah lagi nih pemain naturalisasi kita. kira-kira, bisa gak ya akhirnya membawa timnas juara di aff 2022?",2022-11-17 07:24:29+00:00,information
1593237721413476353,sandy walsh dan jordi amat telah selesai menjalani proses naturalisasi. keduanya kini telah resmi menjadi warga negara indonesia (wni) dan siap untuk membela timnas indonesia. (1/4) flashinfo - sandywalsh jordiamat timnasindonesia rri pro2bdl suarakreativitas,2022-11-17 13:40:48+00:00,information
1589851784377688064,"ketua umum pssi mochamad iriawan atau iwan bule mengatakan komisi x dpr telah menyetujui naturalisasi shayne pattynama yang diproyeksi menjadi calon pemain timnas indonesia dalam raker yang berlangsung di gedung dpr, jakarta, selasa (8/11/2022).…",2022-11-08 05:26:18+00:00,information
1597515035563405312,"pemain naturalisasi, sandy walsh, sudah resmi mengikuti pemusatan latihan (tc) timnas indonesia di bali. hal tersebut diketahui melalui unggahan di akun instagram pssi, selasa (29/11/2011).",2022-11-29 08:57:19+00:00,information
1593186036464881666,alhamdulillah... setelah sekian lama menjalani proses naturalisasi akhirnya sandi walsh dan jordi amatt resmi menjadi wni semoga membawa kebaikan untuk timnas sepakbola indonesia. semoga timnas garuda terbang lebih tinggi lagi di asia dan dunia.,2022-11-17 10:15:25+00:00,information
1590250078178250752,"iwan bule berharap agar naturalisasi yang diberikan kepada shayne dapat perkuat lini pertahanan timnas indonesia, di samping jordi amat dan sandy walsh yang proses kewarganegaraannya sedang berjalan.",2022-11-09 07:48:58+00:00,information
1596821256917389312,"3 pemain naturalisasi yang bela timnas indonesia di piala aff 2022, nomor 1 pernah main di liga inggris lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-11-27 11:00:29+00:00,information
1593268977534308352,"jordi amat dan sandy walsh sudah resmi menjadi warga negara indonesia (wni). namun, kedua pemain tersebut masih belum tentu bisa memperkuat timnas indonesia di piala aff 2022. naturalisasi indonesia pialaaff affcup",2022-11-17 15:45:00+00:00,information
1590305360732360709,"permintaan sty terkabul, dpr setujui naturalisasi pesepakbola asing ini untuk gabung di timnas indonesia",2022-11-09 11:28:39+00:00,information
1594260804911927296,"belum ada sepekan latihan, rafael mampu mencetak gol untuk timnas indonesia saat melawan slowakia. timnasindonesia pssi naturalisasi",2022-11-20 09:26:10+00:00,information
1591388599391760386,"ketua umum (ketum) pssi, mochamad iriawan, turut mengomentari penampilan dua calon pemain naturalisasi, ivar jenner dan justin hubner, untuk timnas indonesia u-20.",2022-11-12 11:13:03+00:00,information
1591481588097114112,"4 fakta unik justin hubner, calon bintang timnas indonesia justinhubner naturalisasi pemainketurunan pssi timnasindonesia",2022-11-12 17:22:33+00:00,information
1588794977194315776,": 3 faktor yang bisa bikin timnas indonesia terjungkal dan gagal juara piala aff 2022, nomor 1 mangkraknya proses naturalisasi",2022-11-05 07:26:55+00:00,information
1590656163770949633,"2 calon pemain naturalisasi resmi gabung tc di turki, timnas indonesia u-20 makin kuat!",2022-11-10 10:42:37+00:00,information
1590675843717550081,"berita baik nih dari dunia sepak bola indonesia, proses naturalisasi shayne pattynama disetujui dpr komisi tiga. semoga bisa berprestasi di timnas. aamiin good joob buat pssi yg udah kawal prosesnya.",2022-11-10 12:00:49+00:00,information
1589907754273079299,"segera perkuat timnas indonesia, komisi x dpr ri setujui naturalisasi shayne",2022-11-08 09:08:42+00:00,information
1590955833407705088,terbukti komitmen dari ketum pssi selama ini untuk buat timnas maju dengan mempermudah naturalisasi buat bela timnas garuda.,2022-11-11 06:33:23+00:00,information
1598246525049749505,"federasi sepakbola dunia (fifa) secara resmi telah menyetujui perpindahan federasi pemain naturalisasi timnas indonesia, jordi amat. jordiamat",2022-12-01 09:24:00+00:00,information
1604818963392626688,"bertemu rafael struick, penyerang berusia 19 tahun asal klub ado den haag yang sedang mengurus proses naturalisasi untuk memperkuat timnas indonesia di piala dunia u-20 tahun depan. kitagaruda",2022-12-19 12:40:31+00:00,information
1599217979312713731,menpora meninjau pemusatan latihan timnas garuda senior di pantai purnama jelang bergulirnya ajang piala aff 2022. menpora berharap timnas dapat tampil lebih baik terlebih dengan bergabungnya dua pemain naturalisasi. indosiarberita berita lainnya:,2022-12-04 01:44:12+00:00,information
1605038747329990662,"ketua umum pssi mochamad iriawan memberikan jersey timnas indonesia serta baju batik kepada calon pemain naturalisasi asal belanda, rafael struick.",2022-12-20 03:13:52+00:00,information
1603642354954825728,"calon pemain naturalisasi timnas u-20, rafael struick, sudah mendarat di indonesia untuk menjalani serangkaian proses naturalisasi. kumparanbola",2022-12-16 06:45:06+00:00,information
1604425712877830145,nasib naturalisasi dua pemain keturunan yakni zico soree dan rafael struick sudah ditentukan. hanya satu nama yang diproses untuk menjalani naturalisasi.,2022-12-18 10:37:53+00:00,information
1607441272595177472,calon pemain naturalisasi timnas indonesia u-20 ivar jenner dipromosikan ke tim senior fc utrecht. ia memainkan debutnya dalam laga tak resmi.,2022-12-26 18:20:38+00:00,information
1600022228980191234,eks presiden inter milan itu pun menyinggung soal banyaknya pemain naturalisasi di dalam klub sepak bola indonesia. bongkar total pssi revolusisepakbola,2022-12-06 07:00:01+00:00,information
1602123021573328896,"pemain pilihan coach shin tae-yong untuk di naturalisasi memiliki standar pemain yang tinggi. proses naturalisasi pemain memiliki tahapan yang panjang dan membutuhkan waktu lama, ini menjadi kendala besar untuk kebutuhan timnas indonesia.",2022-12-12 02:07:49+00:00,information
1607617204584960000,calon pemain naturalisasi timnas indonesia u-20 ivar jenner dipromosikan ke tim senior fc utrecht. ia pun memainkan debutnya dalam laga tak resmi.,2022-12-27 05:59:44+00:00,information
1603891783599271936,shin tae-yong bingung saat ditanya soal 2 pemain naturalisasi timnas indonesia u-20 tambahan yang dijanjikan pssi lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .,2022-12-16 23:16:14+00:00,information
1606086214620418048,"5 pemain timnas indonesia yang berpotensi bobol gawang kamboja di piala aff 2022, nomor 1 pemain naturalisasi lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-12-23 00:36:07+00:00,information
1600474218285527040,"4 pemain naturalisasi yang siap tempur bela timnas indonesia di piala aff 2022, nomor 1 bomber haus gol! lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-12-07 12:56:03+00:00,information
1604996597846540288,"5 pesepakbola bintang yang absen di piala aff 2022, nomor 1 pemain naturalisasi timnas indonesia lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-12-20 00:26:22+00:00,information
1608396041342316544,"tulisan baru sy ini jg membahas bagaimana amat begitu antusias ingin berseragam timnas indonesia. sebelum menjadi wni, dia membayangkan berlaga ditonton puluhan ribu orang di stadion. sy jg mewawancarai pak hamdan hamedan, sosok yg berjasa meloloskan proses naturalisasi amat.",2022-12-29 09:34:33+00:00,information
1599414657613434880,menteri pemuda dan olahraga (menpora) ri zainudin amali berharap pemain naturalisasi yang resmi menjadi warga negara indonesia (wni) dapat bermain bagus untuk membantu tim nasional (timnas) sepak bola senior di piala aff 2022.,2022-12-04 14:45:44+00:00,information
1604811047298555904,"calon pemain timnas indonesia u-20, rafael struick bertemu ketum pssi bahas proses naturalisasi lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-12-19 12:09:04+00:00,information
1603723391269117952,"resmi, zico soree dicoret dari daftar calon pemain naturalisasi timnas indonesia u-20 lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-12-16 12:07:06+00:00,information
1605895941906522115,"5 calon mesin gol timnas indonesia di piala aff 2022, nomor 1 penyerang naturalisasi lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-12-22 12:00:03+00:00,information
1604979984170225664,"5 penyerang ganas timnas indonesia di piala aff 2022, nomor 1 bomber naturalisasi! lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-12-19 23:20:21+00:00,information
1599284465557463040,"top! coret naturalisasi persib bandung, shin tae yong resmi ikat sosok rp17,38 miliar di timnas indonesia",2022-12-04 06:08:24+00:00,information
1600016855011311618,naturalisasi shayne elian jay pattynama jadi pemain timnas indonesia telah di setujui komisi x dprri,2022-12-06 06:38:39+00:00,information
1584718418196193281,"dua calon pemain naturalisasi timnas indonesia u-20 berkunjung ke kantor pssi, iwan bule: berharap lancar",2022-10-25 01:28:08+00:00,information
1584082215851683841,pssi umumkan kedatangan 2 calon pemain naturalisasi buat timnas u-20 tempobola,2022-10-23 07:20:05+00:00,information
1584871858532667392,"episode terbaru depdagri sudah tayang di jebreeetmedia tv! bahasannya ada soal update terbaru dari tragedi kanjuruhan, persis dan persebaya yang mendesak digelarnya klb pssi, sampai dua pemain naturalisasi indonesia untuk timnas u-20. merapat ke jebreeetmedia tv sekarang ya!",2022-10-25 11:37:51+00:00,information
1586173446207086592,"""harapan kita november ini mudah-mudahan sudah rampung, mereka desember sudah bisa ikut (piala aff 2022),"" kata yunus nusi soal proses naturalisasi jordi amat dan sandy walsh.",2022-10-29 01:49:53+00:00,information
1583792074037813248,pssi kasih kabar terbaru soal 4 calon pemain naturalisasi timnas indonesia u-20,2022-10-22 12:07:10+00:00,information
1584476344947466242,pssi menyatakan kualitas dua pemain calon naturalisasi sudah sesuai dengan keinginan pelatih shin tae-yong. tempobola,2022-10-24 09:26:13+00:00,information
1584533958997708803,"ketum pssi bertemu 2 calon pemain naturalisasi timnas indonesia ivar jenner dan justin hubner, ini yang dibahas",2022-10-24 13:15:09+00:00,information
1585968443215388673,"proses naturalisasi belum rampung, ivar jenner dan justin hubner dipastikan tak perkuat timnas indonesia u-20 di piala asia u-20 2023 lengkapcepatberitanya bola sepakbola sepakboladunia boladunia .",2022-10-28 12:15:17+00:00,information
1584705057647386626,"dua calon pemain naturalisasi timnas indonesia ivar jenner dan justin hubner berkunjung ke kantor pssi, senin (24/10/2022). keduanya tak sabar membela garuda.",2022-10-25 00:35:02+00:00,information
1578392205063921669,pssi segera umumkan calon pemain naturalisasi untuk timnas indonesia u-20,2022-10-07 14:30:01+00:00,information
1584544502039339008,proses naturalisasi justin hubner berjalan besok,2022-10-24 13:57:03+00:00,information
1584402505454473217,justin dan ivar jalani rangkaian proses naturalisasi timnas indonesia,2022-10-24 04:32:48+00:00,information
1584234334323888128,pssi: kualitas 2 calon pemain naturalisasi timnas indonesia sesuai keinginan shin tae-yong,2022-10-23 17:24:33+00:00,information
1584811970993102848,"timnas indonesia u20 siap tampil mengejutkan di piala dunia u20 2023, seiring rencana naturalisasi pemain seperti justin hubner dan ivar jenner. mycity ivarjenner justinhubner pssi naturalisasi pialaduniau202023 pialadunia",2022-10-25 07:39:52+00:00,information
1584703186073710592,"justin dan ivar tak sabat ikut latihan bersama timnas u-20, pssi berharap proses naturalisasi berjalan lancar ivarjenner justinhubner pemainnaturalisasi pssi",2022-10-25 00:27:36+00:00,information
