cleaned_text,label,createdAt
"riku bagus, tp kalo sandy welsh jadi di naturalisasi posisinya bakal bentrok, wlpn riku bisa di majukan jd sayap sih. kalo riki rekornya masih blm bagus, tp timnas butuh striker.",,2021-02-27 07:51:51+00:00
"kl orang blasteran tuh sbnrnya bukan di film doang ga sih? olahraga jg, kyk timnas bola isinya pemain naturalisasi semua, pdhl banyak pemain lokal yg lebih mumpuni tp slotnya diambil sm pemain blasteran",0.0,2021-03-01 10:26:22+00:00
"kunci jam terbang itu di kompetisi berjenjang liga 1 sangat baik diisi pemain-pemain timnas, keturunan, naturalisasi 𝗞𝗮𝗿𝗲𝗻𝗮 𝘂𝗻𝘁𝘂𝗸 𝗯𝗲𝗿𝘀𝗮𝗶𝗻𝗴 𝗱𝗶 𝗔𝘀𝗶𝗮",2.0,2021-03-03 04:03:20+00:00
kushyeda bisa jadi solusi nih biar timnas ga ngandelin striker naturalisasi mulu,2.0,2021-03-07 13:12:06+00:00
mungkin anda bisa masuk timnas arab lewat jalur naturalisasi bib... good luck...,0.0,2021-03-14 23:47:22+00:00
"gw setuju bgt kalo winger timnas diisi pemain naturalisasi. mereka selain cepat, biasanya punya visi yg bagus tau kapan hrs shoot atau passing/crossing. dan akurasinya pun biasanya bagus. winger lokal?biasalah~",0.0,2021-03-15 07:14:51+00:00
set... capres asing... klw mau di timnas harus d naturalisasi dulu parah bangsaku.,,2021-03-15 15:28:26+00:00
"mereka diusir lalu dicari lagi, lumayan buat naturalisasi timnas",0.0,2021-03-21 11:16:05+00:00
"hahaha, orang kampung rasis cok, malu kalah sama pemain lokal biasa, padahal udh 3 asing, 2 naturalisasi, sisanya timnas",,2021-03-22 14:53:26+00:00
"squad 3 pemain asing, 2 pemain naturalisasi, beberapa pemain berlabel timnas. kalah menang hal biasa? ya, kami tau itu dan kami terima. tapi bermain tanpa skema kami ga bisa terima. cepat berbenah can!",0.0,2021-03-23 11:34:46+00:00
sekarang timnas italia lebih sering naturalisasi pemain ya. jaman dulu mentok di mauro camoranesi doang.,,2021-03-23 14:00:27+00:00
"nah, pengen tau juga, siapa pemain naturalisasi qatar generasi skrang yg di panggil ke timnas....",1.0,2021-03-25 13:08:14+00:00
"ini pemain kayaknya sudah niat banget main buat timnas indonesia, dan dia juga main di kompetisi top eropa, lalu apa yang jadi kendala pssi sehingga tidak 'gercep' buat bantu naturalisasi sandy walsh ya?",0.0,2021-03-26 02:19:49+00:00
"gw lebihh dukung timnas di isi kebanyakan naturalisasi dan pemain muda.. dripada malu2 in.. gabisa passing, mental tahu dll",,2021-03-26 02:58:50+00:00
banyak pemain naturalisasi juga gak banyak berdampak banyak buat timnas..,0.0,2021-03-26 03:31:41+00:00
"berharap timnas diisi keturunan atau naturalisasi total aja deh. selain indonesian fa nya yg begitu, pengelolaan liganya begono, agar pemain lokal jg mulai aware lah bahwa klimaks karier pesepak bola selain trofi level klub jg dedikasi total untuk timnas.",0.0,2021-03-26 05:28:18+00:00
"lu bego atau bodoh, untuk bersaing ke timnas belgia dia sadar diri susah, tp untuk timnas indonesia ya di atas standard pemain liga dagelan lah, apa harus main di liga dagelan dulu baru dibantu naturalisasi nya.",0.0,2021-03-26 13:17:15+00:00
"kaya pemain bola di timnas aja ada yg naturalisasi , klo ini naturalisasi dari merah ke biru kah??",1.0,2021-03-27 12:28:59+00:00
"optimis kebeli sihh,biar tahun depan naturalisasi buat timnas indo sekalian",2.0,2021-04-01 22:41:05+00:00
"penerimaan pemain keturunan ke timnas jerman juga minim (kasus asamoah), malah fokus naturalisasi pemain asing yang kualitasnya medioker.",0.0,2021-04-02 01:44:09+00:00
"dalam kasus naturalisasi medioker ini, yang paling memorable buat saya tu sean dundee proses lama, pake drama, eh akhirnya ga dipake juga sama timnas",,2021-04-03 06:21:53+00:00
"bawa timnas indonesia naik peringkat fifa ke 100. udah bisa lawan tim2 arab dengan bermodalkan pemain naturalisasi asli dari fm21. ezra walian, thom haye, elkan baggot, dan benjamin van leer jadi tumpuan.",2.0,2021-04-05 02:38:15+00:00
"klo pebola mungkin kasusnya krn blom prnh dipanggil timnas senior negara lamanya. sesuai aturan fifa, mrk bs perkuat timnas senior negara lain lewat proses naturalisasi koh moen.",1.0,2021-04-07 04:40:03+00:00
"bukankah tujuan pra musim ini dibuat untuk pemanasan jelang liga 1, dan liga 1 itu dibuat untuk memberikan sebanyak-banyaknya pemain untuk timnas biar rankingnya naik? buat apa liga dibuat tapi ngga menghasilkan pemain lokal yang bagus untuk timnas? mau naturalisasi terus ?",0.0,2021-04-07 15:44:07+00:00
kalo banyak pemain luar harus di angkut semuanya gitu mas ? ga kan ? lagi juga kalo kebanyakan pemain luar pemain lokal ga ada prestasi nya dong ? percuma aja timnas indonesia jika pemainnya naturalisasi semua,0.0,2021-04-08 05:05:33+00:00
"banyak skali keturunan indonesia yg ternyata bermain bagus dan bisa bersinar di luar negri. ok, gua gak muna gua setuju naturalisasi (demi prestasi timnas senior yg sudah memalukan) tapi, pertanyaan gua , berarti pelatihan dalam negri kita itu seburuk apa?",0.0,2021-04-09 06:37:29+00:00
"ni wajib di naturalisasi lg onfire,. dia ada darah selain belanda-indo gk? klo ada bs2 negara lain yg ambil, klo belanda gk kecil kmgknan dipanggil timnas senior",2.0,2021-04-10 01:57:38+00:00
"percuma gan ngetag pssi, fakta memang dr dlu sbagian besar naturalisasi hnya untk akomodir kbtuhan klub indonesia. bukan bermuara untuk kmajuan timnas. betul tidak?",0.0,2021-04-10 02:34:55+00:00
"masalahnya cuma main dengan 10 pemain di awal. pas udah imbang 10-10 langsung bisa mengimbangi. padahal full lokal pemain muda, bisa ngelawan persib yang isinya pemain timnas, naturalisasi, sama pemain asing.",2.0,2021-04-11 13:27:34+00:00
fred kalo ga dipanggil timnas brasil mending jadi pemain naturalisasi di indo aja dah,2.0,2021-04-11 18:30:09+00:00
"regulasi sampah, miris liat salah satu tim pake 6 pemain asing, walaupun ada yg naturalisasi. efeknya apa naturalisasi kl cuma mengakali regulasi. timnas ga nambah bagus, yg ada nambah kecer.",,2021-04-15 13:35:28+00:00
"4 asing, 2 naturalisasi, lokalnya hampir semua pemain berlabel timnas semua. tapi kgak ada variasi strategi. pak dirman kandangin aja dah dihotel, suruh fp susun strategi, sapa tau hoki dia. persijaday",0.0,2021-04-15 16:02:55+00:00
terus kenapa banyak yang kepengen timnas diisi pake pemain naturalisasi atau keturunan dibanding pemain lokal?,1.0,2021-04-16 02:23:40+00:00
ibarat timnas bikin program naturalisasi buat juara aff. nyatanya? hahaha,0.0,2021-04-16 18:39:39+00:00
"smg klub bertanding serentak sabtu minggu tdk 1 kompetisi saja,hapus regulasi pemain asing 3+1, gulirkan kompetisi segala usia bkn turnamen perketat naturalisasi pemain u timnas..",0.0,2021-04-19 06:04:33+00:00
u lebih maju klub bertanding serentak sabtu minggu tdk 1 musim kompetisi saja tdk mengganggu tc jg ujicoba timnas kompetisi segala usia digulirkan bkn turnamen hapus regulasi pemain asing 3+1 aturan naturalisasi pemain diperketat,,2021-04-19 08:23:29+00:00
timnas ompong... berika kesempatan lebih kepada para penyerang lokal drpad penyerang asing/naturalisasi di liga,0.0,2021-04-19 09:08:51+00:00
"lah jd pemain keturunan afrika yang besar atau lahir di eropa tapi milih timnas asal leluhurnya di afrika ngelakuin itu karena duit bang? seriusan itu? baru tau saya, kalau kayak mbappe, pogba dll, dari sebelum sukses kan emang udah paspor prancis, jd bkn naturalisasi jg",0.0,2021-04-19 11:43:13+00:00
saat di naturalisasi ezra lebih memilih melanjutkan karir di luar negeri tanpa tinggal di indonesia barulah 2019 dia bergabung psm .. jika statement ini benar 2021 ezra sudah bisa membela timnas,1.0,2021-04-20 17:47:57+00:00
"dulu naturalisasi kudu syarat 5thn netap di indo andai pas di 2007 dia udh masuk timnas, bakal lebuh seru mungkin di piala asia",1.0,2021-04-22 08:18:00+00:00
"betul, mereka niat banget soal ningkatin kualitas timnas pake naturalisasi/halfblood.",,2021-04-23 21:54:29+00:00
"salah satu talenta muda terbaik di eerste divise. kalo konsisten malah bisa dipanggil timnas belanda. semua tergantung pssi. btw, kabar naturalisasi sandy walsh apa kabar?",1.0,2021-04-25 11:51:17+00:00
"kalo menurut lu kita pengen instant. mungkin ezra, sandy dan naturalisasi lainnya masuk skuad timnas, bro wkwkw",2.0,2021-04-28 06:18:26+00:00
lu mikir kagak sih?! di konteks ini yg di bandingkan bp murni pemain asli indonesia dan si m.klok wna lo bayangin aja kalo ada pemain asli indonesia yang punya bakat kemampuan buat bela timnas tapi ga di pake karna ada yg instan (naturalisasi),0.0,2021-04-28 09:31:06+00:00
"menariq, you pointed out abt 'jalan ninja' naturalisasi. 5 tahun terakhir cmiww ada 10 pemain yg udah 'dibaptis' wni, yang ngisi slot timnas cuma marc klok doang, sisanya pemaen usang. nyambung ke bahasan dex, kalo naturalisasi model beginian ga akan bikin liga 1 ke next level.",,2021-05-01 10:38:36+00:00
"correct, a mungs. bahasan lanjutannya emang kesana (soal pemain naturalisasi ke timnas). yang sering kejadian malah cuma nambah slot foreign guys di klub.",,2021-05-01 10:45:40+00:00
waduu ternyata timnas hungary banyak pemain naturalisasi jago2,1.0,2021-05-02 08:18:45+00:00
kalau gitu kenapa kita gk naturalisasi aja dia buat timnas indonesia,,2021-05-03 03:37:04+00:00
"konate daripada ga kepake buat timnasnya, mending kita naturalisasi buat timnas kita wkwk.",2.0,2021-05-03 05:08:01+00:00
naturalisasi gak melulu soal timnas/klub bro. bisa faktor si pemain udah kerasan tinggal di indonesia pengen jd warga indonesia. gak guna? buat luu emang gak guna tp buat si pemain berguna,1.0,2021-05-04 07:15:38+00:00
"bener bgt bang, biasanya media ngeframing naturalisasi itu dari sisi kepentingan timnas/ bahkan klub, padahal itu berguna/keinginan si pemain sendiri untuk jd wni",2.0,2021-05-04 07:34:11+00:00
"sebenarnya nggak ada naturalisasi yang gagal, kembali lagi ke awal menjadi wni adalah hak seseorang asalkan memenuhi kriteria dan sesuai hukum negara. agar tak di cap “naturalisasi gagal” kasus joni bisa jadi pelajaran. saat ia membela timnas pada waktu yang tak “ideal”",1.0,2021-05-04 15:46:00+00:00
"sulit rasanya karena naturalisasi bukan hanya untuk kepentingan timnas/klub saja, bisa jadi itu sangat penting untuk pribadi si pemain sendiri kan ada naturalisasi bukan/tanpa mengharapkan masuk timnas",1.0,2021-05-04 16:01:18+00:00
"yang dia omongin masih berhubungan kali. bahwasannya naturalisasi ga melulu soal timnas, bisa aja ybs ingin dinaturalisasikan karena saking sudah lamanya tinggal di indonesia. ingin mendapatkan banyak benefit dari jadi wni, misal mudah mengurus ini itu",1.0,2021-05-04 23:00:03+00:00
"kalau bisa naturalisasi pemain umur dibawah 27, karirnya masih panjang untuk timnas.",2.0,2021-05-06 15:14:58+00:00
"dalam konteks mas arthur, kalau ada penilaian positif itu sarkas. kalau negatif, ya jujur. sumber kita ya data statistik dan performa dia selama bermain. karena kita mikirnya, timnas adalah kumpulan pemain terbaik dr sabang sampai merauke (atau naturalisasi). gt aja kok.",1.0,2021-05-08 22:01:20+00:00
menurutku timnas ini pilihan mas sapri terlihat anak emas nurhidayat dan sedikit pemain naturalisasi + keturunan kalau sin pasti macam dutra lilipaly guy viscara dipanggil bersamaan + yg di luar negri tau sendiri dia anti pemain gituan,0.0,2021-05-12 03:15:35+00:00
pemain naturalisasi buat klub mas bukan buat timnas kok,,2021-05-12 13:36:18+00:00
kurangnya dari dulu sampe sekarang pemain keturunan gak diprioritaskan masuk timnas. lebih dulu yang maen di liga dagelan di naturalisasi.,0.0,2021-05-20 13:27:09+00:00
kynya tim pelatih sdh siapkan nama. artinya timnas akan bermain 100% dengan skuad kelahiran indonesia(tanpa naturalisasi),1.0,2021-05-23 06:00:18+00:00
"ya dia ngerti lah, naturalisasi di indo awalnya karena indo jadi tuan rumah pilduni u 20. sekarang batal, lah buat apa main di indo senior. benefitnya ga ada. ya walaupun belum tentu realistis masuk timnas inggris senior, tp peluangnya tetep ada. lagi juga masi muda ckckckck",0.0,2021-05-23 06:40:44+00:00
"hmm menarik. nyari eksposure di indo biar negara lain tertarik, kalaupun ga jd dipanggil timnas negara lain tinggal minta naturalisasi ke indo. indo mah pasti mau mau aja",0.0,2021-05-23 12:32:31+00:00
akhirnya bakalan lihat timnas full lokal tanpa naturalisasi dan keturunan sejak 2009,,2021-05-23 18:03:54+00:00
kontribusi pemain naturalisasi selain pengalaman bermain adalah mencetak bibit unggul untuk timnas indonesia ke depan contoh e wes akeh,2.0,2021-05-23 19:53:36+00:00
padahal pngin banget lihat konate di naturalisasi dan bisa main buat timnas indonesia,2.0,2021-05-26 13:44:03+00:00
pertanyaannya salah...! bisa apa timnas tanpa pemain naturalisasi.,0.0,2021-05-28 13:29:08+00:00
kante harus jadi naturalisasi timnas indo,,2021-05-29 20:59:42+00:00
"wajar timnas kalah, kebanyakan naturalisasi pemain luar , udh tau fisik asia tenggara tuh ga sekuat fisik eropa dan asia timur tapi kurang kerja keras dalam latihan (informasi dari pelatih timnasnya sendiri ), pola makan ga terlalu keurus dan masih banyak faktor-faktor lainyan.",,2021-05-30 00:10:12+00:00
...kalo begitu timnas indonesia juga cuma pernah pakai 2 pemain naturalisasi. green nwokolo sama gonzales. selebihnya pemain keturunan. itu pun main di timnas ga di waktu yg sama.,1.0,2021-06-01 03:03:29+00:00
"kayaknya bisa sih bang, tapi harus di naturalisasi dulu jadi wni, kaya pemain bola dari ln, di naturalisasi jadi wni dulu baru bisa join timnas...",1.0,2021-06-01 17:38:25+00:00
"joey sama matthew bisa jadi opsi jangka pendek untuk memperbaiki pertahanan timnas. sebenernya bingung sama situasi joey suk, dulu masuk proyeksi naturalisasi bareng diego michiels dan stefano lilipaly, tapi kemudian beritanya menghilang. joey suk juga terus bertanya2.",,2021-06-03 03:05:28+00:00
"kemarin bantu proses naturalisasi pemain asing secara ga natural, setelah berhasil punya ktp, eh fifa ga memperbolehkan membela timnas karena ga memenuhi syarat.. terus siapa yang diuntungkan dari proses naturalisasi yang ga natural ini?",0.0,2021-06-03 13:08:24+00:00
"logikanya agak gimana ya juara dulu baru didukung dan premis trakhir soal naturalisasi, itu timnas sepak bola jg naturalisasi smpai beranak-pinak d sini juga langganan juru kunci kualifikasi pildun.",0.0,2021-06-03 13:45:38+00:00
timnas tanpa pemaen naturalisasi,,2021-06-03 15:55:56+00:00
"kebalik ya skrg. timnas malay banyak naturalisasi nya. indonesia skrg malah ga ada ayo iso ayo iso. menang menang menang, lokal lebih bringas",2.0,2021-06-03 15:57:22+00:00
pemain timnas merata tanpa naturalisasi.,1.0,2021-06-03 17:38:55+00:00
"woy, gausah gengsi pake pemain keturunan/naturalisasi kalo pemainnya lebih bagus dri pada yg lokal . lu liat timnas perancis, itu hampir pemain keturunan semua yg main",2.0,2021-06-03 18:47:12+00:00
suka timnas yang gak pake naturalisasi timnasday,2.0,2021-06-03 18:54:30+00:00
kalau sudah di naturalisasi kan bisa dititipkan di timnas belanda pung,0.0,2021-06-03 23:18:02+00:00
"iya keturunan, bahkan yg keturunan pun proses pindah kewarganegaraannya namanya naturalisasi, kecuali dari lahir dia wni makanya bingung jg ama ts membeda-bedakan gitu, menurut gw sih mau lokal atau keturunan/ bule kalo pas dipanggil timnas ga asal2an kayak lord dayat mah ok2 aja",2.0,2021-06-03 23:50:15+00:00
"ane setuju dengan point beukering, jika pemain half-blood atau naturalisasi yang sudah punya paspor indonesia punya kesempatan sama dengan pemain indonesia lain untuk memperkuat timnas.",2.0,2021-06-04 12:39:40+00:00
iyaaa kalo tujuan nya memperkuat timnas harus segera di naturalisasi sebelum mereka dapet caps di negara lain,,2021-06-04 12:54:16+00:00
"padahal, di zaman sekarang, mau keturunan, naturalisasi, maupun 'pure' lokal, kalau punya kualitas yang bagus, harus dan wajib dapat kesempatan membela timnas indonesia",2.0,2021-06-04 12:57:47+00:00
"kalau pemain half blood/naturalisasi bisa ningkatin kualitas pemain timnas kenapa gak dicoba,kalau mau tetep ngandalin local pride yang ngatur pola makan aja susah emang mau nunggu berapa tahun lagi biar timnas bisa berprestasi seenggaknya di aff aja ga usah jauh jauh.",0.0,2021-06-04 13:29:47+00:00
"harusnya pssi bikin kerjasama dengan mantan pemain indo seperti mereka ini untuk di jadikan scouting talent timnas indonesia dengan aspek yang memenuhi syarat bukan asal naturalisasi, contohnya svd, jvb, dll.",,2021-06-04 13:59:07+00:00
"dulu negara tetangga mengkritisi timnas indonesia, perihal banyaknya pemain timnas yang naturalisasi. skrg mereka menerapkan hal yang sama, dan indo murni 100% pemain lokal. w",1.0,2021-06-04 15:45:48+00:00
kepa di naturalisasi timnas min?,1.0,2021-06-05 02:56:49+00:00
"saya sebagai fans timnas sepakbola memilih melihat sticker seperti di jaman kurniawan dwi yulianto, bambang pamungkas, ilham jaya kusuma, zaenal arif, boaz salossa, daripada ama naturalisasi ga jelas",0.0,2021-06-05 17:51:04+00:00
"timnas indonesia kudu naturalisasi banyak pemain nih, paling ngga incer piala asia bisa kali, joey suk, sandy dan kevin dicks kayaknya bakalan bikin kuat",2.0,2021-06-06 04:57:47+00:00
"naturalisasi pemain muda utk proyek jangka panjang. terdengar hebat, tapi penuh ketidakpastian 1. apakah mereka benar2 mampu mencapai potensi mereka? 2. andaikata bisa, apakah mereka mau melepas kesempatan bermain di timnas yang lebih tinggi kualitasnya daripada indonesia?",,2021-06-06 05:52:28+00:00
"kan dia udah jadi direktur teknis timnas pak bukan pelatih timnas lagi. dia yang harusnya ngurusin persoalan naturalisasi ini. pelatih tinggal terima beres. ini udah data statistik pemain di liga ga punya, pemain keturunan ga di urusin, tapi ngasih target tinggi ke sty",,2021-06-06 06:57:32+00:00
"entah kenapa udh ga peduli lg sama sepakbola indo, pemain timnas nya udh naturalisasi masih aja ga bs menang2 di region asia tenggara",0.0,2021-06-07 09:46:38+00:00
liat timnas tanpa pemain naturalisasi yang udah tua aja udah seneng.,2.0,2021-06-07 17:50:01+00:00
"terimakasih investasi masa depan. federasi yukk bikin terobosan baru lagi untuk investasi jangka panjang timnas. regenerasi memang perlu, tetapi hak pemain naturalisasi berdarah indonesia juga mempunyai hak untuk membela negaranya. timnasday",,2021-06-07 18:42:03+00:00
"sedihnya ngeliat timnas sepakbola kebantai :( padahal sepakbola tuh super populer, berharap kedepannya timnas bisa bangkit.. ngeliat akun fans bola indo pasti komplainnya training ground, ngurus pemain naturalisasi gabecus, pelatihan club gak bener, fasilitas club jelek, dll..",0.0,2021-06-07 18:47:20+00:00
positifnya udah gaada lagi pemain asal naturalisasi asal bule yg ujug-ujug masuk timnas,2.0,2021-06-07 19:15:56+00:00
"padahal udh bikin program usia dini kaya angkatan evan dimas, memang timnas indo ga bs determinasi sepak bola, salah passing, dribling, apalagi soal mental, naturalisasi aja dah pemain top eropa yg masih keturunan indonesia",0.0,2021-06-08 00:04:47+00:00
"shin tae yong sedang membangun generasi, tanpa naturalisasi, pssi harus berbenah jangka panjang dan konsistensi pasti akan berbuah indah timnas dengan gaya baru.",2.0,2021-06-08 04:07:50+00:00
"timnas sepak bola indonesia sudah dilatih berbagai cara.. dari militer, atletis, sampai disiplin ketat. gonta-ganti formasi, tarik pemain muda/baru/naturalisasi.. sampai staff pelatih pun. namun belom nemu titik terang. engga ada yang salah dari semua itu, tapi kenapa masih down?",0.0,2021-06-08 04:46:35+00:00
"unpopular opinion : tetep pertahanin sty, andalkan pemain keturunan / naturalisasi, yg kelasnya oke, jadikan mereka fondasi di timnas pemain lokal ngikutin gaya profesional mereka..",2.0,2021-06-08 05:56:25+00:00
jaman dulu ga ada naturalisasi2an tp timnas gapernah malu maluin. sekarang naturalisasi terus tapi permainan makin gakaruan,0.0,2021-06-08 06:06:31+00:00
"hahaha... lucu emang, tiap timnas main dan hasilnya kurang memuaskan isunya sesalu berputar di masalah pelatih dan pemain keturunan/naturalisasi, yg mana permasalahan utamanya bukan hal tersebut.",0.0,2021-06-08 06:31:31+00:00
"dimana-mana juga harus percaya proses, gua dukung banget naturalisasi keturunan, tp dengan lo ngetawain soal percaya proses tuh geli banget. dikira pemain eropa main buat timnas indonesia juga gabakal proses gitu? bakal tune in gitu aja sama cuaca, strategi dan lingkungan asia?",0.0,2021-06-08 21:03:08+00:00
"kalo naturalisasi pemain asing buat kepentingan klub gampang bgt, giliran naturalisasi pemain keturunan di usia produktif susahnya minta ampun, pake bilang tidak laku lagi hey kamu siapa?? sekjen organisasi timnas peringkat 170an dunia, yunus nusi",0.0,2021-06-10 08:21:20+00:00
"mungkin di korsel naturalisasi dianggap tabu, di timnas korsel mana ada pemain naturalisasi. hal itu mungkin terbawa ke pribadi sty, buktinya skuad timnas 100% lokal. makanya sty 1,5 tahun melatih gak minta naturalisasi pemain ke pssi.",1.0,2021-06-10 09:45:35+00:00
yes sampe saat ini belum ada naturalisasi bahkan yg keturunan masih susah masuk timnas korea. tp juga menyesuaikan dengan target sih. misal disuruh 8 besar piala asia 2023 pasti doi pikir keras dan bukan ga mungkin bawa naturalisasi. kalo cuma sea games mah ga perlu kata dia,1.0,2021-06-10 09:49:48+00:00
menjadi penyebab kedua pemain tersebut tidak bisa memperkuat timnas indonesia. seperti yang kita tahu jika indra sjafrie dikenal jarang menggunakan pemain naturalisasi di dalam timnya. alhasil jika melihat permainan timnas indonesia yang terseok-seok saat ini seharusnya pssi,0.0,2021-06-11 06:16:18+00:00
"naturalisasi semuanya, cari pelatih dari belanda. boom! dapet timnas instan.",0.0,2021-06-11 11:12:36+00:00
"memang bagus para pemain muda dimainkan, tapi kita butuh para pemain naturalisasi krn mental mereka adalah faktor pembeda utama. timnasday timnas timnasindonesia worldcupqualifiers",2.0,2021-06-11 17:24:03+00:00
"perbanyak pemain keturunan/naturalisasi berkualitas sepertinya telah menjadi kebutuhan untuk timnas manapun dewasa ini, apalagi buat negara dengan peringkat sepakbola 173 kitagaruda timnasday",2.0,2021-06-11 17:46:05+00:00
"bek timnas emang harus nyari yang naturalisasi, bek tengah harus menang fisik+mental. indra sjafri ayolah jangan anti naturalisasi",2.0,2021-06-11 18:07:11+00:00
"tapi gua respect sih ama ketum baru ini,dia totalitas mendukung timnas ,mensuport apa keperluan timnas plus bonus uang jajan /thr timnas.problemnya ada di tim manejemnnya ,sekjen kembalikan ratu tisha dan dirtek ganti dengan seseorang yang ga anti naturalisasi",2.0,2021-06-11 18:32:06+00:00
terlalu local pride harusnya semua warga indonesia punya hak sama buat bela timnas termasuk naturalisasi/keturunan .hhhhhh.... local pride idealism. jgn heran timnas main kayak tarkam.,0.0,2021-06-11 21:38:41+00:00
"pemain naturalisasi itu bagusnya buat naikin persaingan di timnas... ada yang skillnya di bawah pemain lokal kita tapi fisiknya kuat buat main 90 menit, penyakit kita biasanya mulai ngos-ngosan mulai menit ke 80...",2.0,2021-06-12 07:02:31+00:00
emang bener dah baiknya pemain timnas naturalisasi aja kalo gini terus. nih dari eredevisie angkut semua,0.0,2021-06-13 11:21:31+00:00
"semuanya lah! tbh, timnas yg sekarang di level asean aja keteteran. yok bisa yok naturalisasi",,2021-06-14 08:13:36+00:00
"mengingat proses naturalisasi yang bisa makan waktu hampir 2 tahun, lebih baik fokus dengan prioritas max usia 26 yang konsisten permainannya. trus juga untuk calon pemain timnas u20 pildun 2023 yg kelahiran sebelum agustus 2006.",1.0,2021-06-14 08:17:37+00:00
"setidaknya jgn terlalu banyak jg utk naturalisasi, pemain2 muda asli indonesia yg bagus jg banyak, seperti egy,witan,asnawi,bagus kahfi,brylian,david maulana, kalo bisa sih 2-4 pemain naturalisasi aja yg sesuai dgn kebutuhan timnas",2.0,2021-06-14 13:05:56+00:00
